91.93,0.484403485415,91.404,0.523703108878
92.51,0.442175117002,92.12,0.471714870829
93.03,0.416460526575,92.718,0.441176606141
93.36,0.400589589737,93.022,0.422953313498
93.55,0.388540807659,93.202,0.407255737094
93.76,0.379084207942,93.448,0.395653116004
93.83,0.371494685717,93.632,0.386544754155
93.94,0.365393651038,93.822,0.377714258785
94.07,0.359196892847,94.0,0.370184045649
94.08,0.353868478124,94.088,0.362743420177
94.19,0.34929202083,94.19,0.357307916271
94.28,0.345594589341,94.272,0.352151465406
94.23,0.341689956522,94.34,0.346801428754
94.39,0.337743263023,94.436,0.342209575497
94.41,0.333376217551,94.498,0.337128353023
94.49,0.33047380411,94.602,0.333134664367
94.58,0.327994656266,94.636,0.329439406505
94.54,0.324903812697,94.742,0.32492531395
94.6,0.322869440218,94.796,0.32213404994
94.63,0.31948442631,94.808,0.318426067225
94.65,0.316828636848,94.924,0.315201894897
94.74,0.313705970192,94.938,0.31158646487
94.77,0.311859244719,95.042,0.308950758485
94.84,0.309270430358,95.08,0.306112698989
94.83,0.30797580631,95.114,0.303909788923
